"subject" "activity" "v1"
"2532" 2 "walkingupstairs" 2
"2533" 2 "walkingupstairs" 2
"2534" 2 "walkingupstairs" 2
"2535" 2 "walkingupstairs" 2
"2536" 2 "walkingupstairs" 2
"2537" 2 "walkingupstairs" 2
"2538" 2 "walkingupstairs" 2
"2539" 2 "walkingupstairs" 2
"2540" 2 "walkingupstairs" 2
"2541" 2 "walkingupstairs" 2
"2542" 2 "walkingupstairs" 2
"2543" 2 "walkingupstairs" 2
"2544" 5 "standing" 5
"2545" 5 "standing" 5
"2546" 5 "standing" 5
"2547" 5 "standing" 5
"2548" 5 "standing" 5
"2549" 5 "standing" 5
"2550" 5 "standing" 5
"2551" 5 "standing" 5
"2552" 5 "standing" 5
"2553" 5 "standing" 5
"2554" 5 "standing" 5
"2555" 5 "standing" 5
"2556" 5 "standing" 5
"2557" 5 "standing" 5
"2558" 5 "standing" 5
"2559" 5 "standing" 5
"2560" 5 "standing" 5
"2561" 5 "standing" 5
"2562" 5 "standing" 5
"2563" 5 "standing" 5
"2564" 5 "standing" 5
"2565" 5 "standing" 5
"2566" 5 "standing" 5
"2567" 5 "standing" 5
"2568" 5 "standing" 5
"2569" 5 "standing" 5
"2570" 5 "standing" 5
"2571" 4 "sitting" 4
"2572" 4 "sitting" 4
"2573" 4 "sitting" 4
"2574" 4 "sitting" 4
"2575" 4 "sitting" 4
"2576" 4 "sitting" 4
"2577" 4 "sitting" 4
"2578" 4 "sitting" 4
"2579" 4 "sitting" 4
"2580" 4 "sitting" 4
"2581" 4 "sitting" 4
"2582" 4 "sitting" 4
"2583" 4 "sitting" 4
"2584" 4 "sitting" 4
"2585" 4 "sitting" 4
"2586" 4 "sitting" 4
"2587" 4 "sitting" 4
"2588" 4 "sitting" 4
"2589" 4 "sitting" 4
"2590" 4 "sitting" 4
"2591" 4 "sitting" 4
"2592" 4 "sitting" 4
"2593" 4 "sitting" 4
"2594" 4 "sitting" 4
"2595" 4 "sitting" 4
"2596" 4 "sitting" 4
"2597" 4 "sitting" 4
"2598" 6 "laying" 6
"2599" 6 "laying" 6
"2600" 6 "laying" 6
"2601" 6 "laying" 6
"2602" 6 "laying" 6
"2603" 6 "laying" 6
"2604" 6 "laying" 6
"2605" 6 "laying" 6
"2606" 6 "laying" 6
"2607" 6 "laying" 6
"2608" 6 "laying" 6
"2609" 6 "laying" 6
"2610" 6 "laying" 6
"2611" 6 "laying" 6
"2612" 6 "laying" 6
"2613" 6 "laying" 6
"2614" 6 "laying" 6
"2615" 6 "laying" 6
"2616" 6 "laying" 6
"2617" 6 "laying" 6
"2618" 6 "laying" 6
"2619" 6 "laying" 6
"2620" 6 "laying" 6
"2621" 6 "laying" 6
"2622" 6 "laying" 6
"2623" 6 "laying" 6
"2624" 6 "laying" 6
"2625" 6 "laying" 6
"2626" 6 "laying" 6
"2627" 6 "laying" 6
"2628" 6 "laying" 6
"2629" 6 "laying" 6
"2630" 6 "laying" 6
"2631" 6 "laying" 6
"2632" 1 "walking" 1
"2633" 1 "walking" 1
"2634" 1 "walking" 1
"2635" 1 "walking" 1
"2636" 1 "walking" 1
"2637" 1 "walking" 1
"2638" 1 "walking" 1
"2639" 1 "walking" 1
"2640" 1 "walking" 1
"2641" 1 "walking" 1
"2642" 1 "walking" 1
"2643" 1 "walking" 1
"2644" 1 "walking" 1
"2645" 1 "walking" 1
"2646" 1 "walking" 1
"2647" 1 "walking" 1
"2648" 1 "walking" 1
"2649" 1 "walking" 1
"2650" 1 "walking" 1
"2651" 1 "walking" 1
"2652" 1 "walking" 1
"2653" 1 "walking" 1
"2654" 1 "walking" 1
"2655" 1 "walking" 1
"2656" 1 "walking" 1
"2657" 1 "walking" 1
"2658" 1 "walking" 1
"2659" 1 "walking" 1
"2660" 3 "walkingdownstairs" 3
"2661" 3 "walkingdownstairs" 3
"2662" 3 "walkingdownstairs" 3
"2663" 3 "walkingdownstairs" 3
"2664" 3 "walkingdownstairs" 3
"2665" 3 "walkingdownstairs" 3
"2666" 3 "walkingdownstairs" 3
"2667" 3 "walkingdownstairs" 3
"2668" 3 "walkingdownstairs" 3
"2669" 3 "walkingdownstairs" 3
"2670" 3 "walkingdownstairs" 3
"2671" 3 "walkingdownstairs" 3
"2672" 3 "walkingdownstairs" 3
"2673" 3 "walkingdownstairs" 3
"2674" 3 "walkingdownstairs" 3
"2675" 3 "walkingdownstairs" 3
"2676" 3 "walkingdownstairs" 3
"2677" 3 "walkingdownstairs" 3
"2678" 3 "walkingdownstairs" 3
"2679" 3 "walkingdownstairs" 3
"2680" 3 "walkingdownstairs" 3
"2681" 2 "walkingupstairs" 2
"2682" 2 "walkingupstairs" 2
"2683" 2 "walkingupstairs" 2
"2684" 2 "walkingupstairs" 2
"2685" 2 "walkingupstairs" 2
"2686" 2 "walkingupstairs" 2
"2687" 2 "walkingupstairs" 2
"2688" 2 "walkingupstairs" 2
"2689" 2 "walkingupstairs" 2
"2690" 2 "walkingupstairs" 2
"2691" 2 "walkingupstairs" 2
"2692" 2 "walkingupstairs" 2
"2693" 2 "walkingupstairs" 2
"2694" 2 "walkingupstairs" 2
"2695" 2 "walkingupstairs" 2
"2696" 2 "walkingupstairs" 2
"2697" 2 "walkingupstairs" 2
"2698" 2 "walkingupstairs" 2
"2699" 2 "walkingupstairs" 2
"2700" 2 "walkingupstairs" 2
"2701" 2 "walkingupstairs" 2
"2702" 2 "walkingupstairs" 2
"2703" 2 "walkingupstairs" 2
"2704" 2 "walkingupstairs" 2
"2705" 5 "standing" 5
"2706" 5 "standing" 5
"2707" 5 "standing" 5
"2708" 5 "standing" 5
"2709" 5 "standing" 5
"2710" 5 "standing" 5
"2711" 5 "standing" 5
"2712" 5 "standing" 5
"2713" 5 "standing" 5
"2714" 5 "standing" 5
"2715" 5 "standing" 5
"2716" 5 "standing" 5
"2717" 5 "standing" 5
"2718" 5 "standing" 5
"2719" 5 "standing" 5
"2720" 5 "standing" 5
"2721" 5 "standing" 5
"2722" 5 "standing" 5
"2723" 5 "standing" 5
"2724" 5 "standing" 5
"2725" 5 "standing" 5
"2726" 5 "standing" 5
"2727" 5 "standing" 5
"2728" 5 "standing" 5
"2729" 5 "standing" 5
"2730" 5 "standing" 5
"2731" 4 "sitting" 4
"2732" 4 "sitting" 4
"2733" 4 "sitting" 4
"2734" 4 "sitting" 4
"2735" 4 "sitting" 4
"2736" 4 "sitting" 4
"2737" 4 "sitting" 4
"2738" 4 "sitting" 4
"2739" 4 "sitting" 4
"2740" 4 "sitting" 4
"2741" 4 "sitting" 4
"2742" 4 "sitting" 4
"2743" 4 "sitting" 4
"2744" 4 "sitting" 4
"2745" 4 "sitting" 4
"2746" 4 "sitting" 4
"2747" 4 "sitting" 4
"2748" 4 "sitting" 4
"2749" 4 "sitting" 4
"2750" 4 "sitting" 4
"2751" 4 "sitting" 4
"2752" 4 "sitting" 4
"2753" 4 "sitting" 4
"2754" 4 "sitting" 4
"2755" 4 "sitting" 4
"2756" 4 "sitting" 4
"2757" 4 "sitting" 4
"2758" 4 "sitting" 4
"2759" 4 "sitting" 4
"2760" 4 "sitting" 4
"2761" 4 "sitting" 4
"2762" 4 "sitting" 4
"2763" 6 "laying" 6
"2764" 6 "laying" 6
"2765" 6 "laying" 6
"2766" 6 "laying" 6
"2767" 6 "laying" 6
"2768" 6 "laying" 6
"2769" 6 "laying" 6
"2770" 6 "laying" 6
"2771" 6 "laying" 6
"2772" 6 "laying" 6
"2773" 6 "laying" 6
"2774" 6 "laying" 6
"2775" 6 "laying" 6
"2776" 6 "laying" 6
"2777" 6 "laying" 6
"2778" 6 "laying" 6
"2779" 6 "laying" 6
"2780" 6 "laying" 6
"2781" 6 "laying" 6
"2782" 6 "laying" 6
"2783" 6 "laying" 6
"2784" 6 "laying" 6
"2785" 6 "laying" 6
"2786" 6 "laying" 6
"2787" 6 "laying" 6
"2788" 6 "laying" 6
"2789" 6 "laying" 6
"2790" 6 "laying" 6
"2791" 6 "laying" 6
"2792" 6 "laying" 6
"2793" 6 "laying" 6
"2794" 6 "laying" 6
"2795" 6 "laying" 6
"2796" 6 "laying" 6
"2797" 6 "laying" 6
"2798" 6 "laying" 6
"2799" 6 "laying" 6
"2800" 6 "laying" 6
"2801" 1 "walking" 1
"2802" 1 "walking" 1
"2803" 1 "walking" 1
"2804" 1 "walking" 1
"2805" 1 "walking" 1
"2806" 1 "walking" 1
"2807" 1 "walking" 1
"2808" 1 "walking" 1
"2809" 1 "walking" 1
"2810" 1 "walking" 1
"2811" 1 "walking" 1
"2812" 1 "walking" 1
"2813" 1 "walking" 1
"2814" 1 "walking" 1
"2815" 1 "walking" 1
"2816" 1 "walking" 1
"2817" 1 "walking" 1
"2818" 1 "walking" 1
"2819" 1 "walking" 1
"2820" 1 "walking" 1
"2821" 1 "walking" 1
"2822" 1 "walking" 1
"2823" 1 "walking" 1
"2824" 1 "walking" 1
"2825" 1 "walking" 1
"2826" 1 "walking" 1
"2827" 3 "walkingdownstairs" 3
"2828" 3 "walkingdownstairs" 3
"2829" 3 "walkingdownstairs" 3
"2830" 3 "walkingdownstairs" 3
"2831" 3 "walkingdownstairs" 3
"2832" 3 "walkingdownstairs" 3
"2833" 3 "walkingdownstairs" 3
"2834" 3 "walkingdownstairs" 3
"2835" 3 "walkingdownstairs" 3
"2836" 3 "walkingdownstairs" 3
"2837" 3 "walkingdownstairs" 3
"2838" 3 "walkingdownstairs" 3
"2839" 3 "walkingdownstairs" 3
"2840" 3 "walkingdownstairs" 3
"2841" 3 "walkingdownstairs" 3
"2842" 3 "walkingdownstairs" 3
"2843" 3 "walkingdownstairs" 3
"2844" 3 "walkingdownstairs" 3
"2845" 3 "walkingdownstairs" 3
"2846" 3 "walkingdownstairs" 3
"2847" 3 "walkingdownstairs" 3
"2848" 2 "walkingupstairs" 2
"2849" 2 "walkingupstairs" 2
"2850" 2 "walkingupstairs" 2
"2851" 2 "walkingupstairs" 2
"2852" 2 "walkingupstairs" 2
"2853" 2 "walkingupstairs" 2
"2854" 2 "walkingupstairs" 2
"2855" 2 "walkingupstairs" 2
"2856" 2 "walkingupstairs" 2
"2857" 2 "walkingupstairs" 2
"2858" 2 "walkingupstairs" 2
"2859" 2 "walkingupstairs" 2
"2860" 2 "walkingupstairs" 2
"2861" 2 "walkingupstairs" 2
"2862" 2 "walkingupstairs" 2
"2863" 2 "walkingupstairs" 2
"2864" 2 "walkingupstairs" 2
"2865" 2 "walkingupstairs" 2
"2866" 2 "walkingupstairs" 2
"2867" 2 "walkingupstairs" 2
"2868" 2 "walkingupstairs" 2
"2869" 2 "walkingupstairs" 2
"2870" 2 "walkingupstairs" 2
"2871" 2 "walkingupstairs" 2
"2872" 5 "standing" 5
"2873" 5 "standing" 5
"2874" 5 "standing" 5
"2875" 5 "standing" 5
"2876" 5 "standing" 5
"2877" 5 "standing" 5
"2878" 5 "standing" 5
"2879" 5 "standing" 5
"2880" 5 "standing" 5
"2881" 5 "standing" 5
"2882" 5 "standing" 5
"2883" 5 "standing" 5
"2884" 5 "standing" 5
"2885" 5 "standing" 5
"2886" 5 "standing" 5
"2887" 5 "standing" 5
"2888" 5 "standing" 5
"2889" 5 "standing" 5
"2890" 5 "standing" 5
"2891" 5 "standing" 5
"2892" 5 "standing" 5
"2893" 5 "standing" 5
"2894" 5 "standing" 5
"2895" 5 "standing" 5
"2896" 5 "standing" 5
"2897" 5 "standing" 5
"2898" 5 "standing" 5
"2899" 5 "standing" 5
"2900" 5 "standing" 5
"2901" 5 "standing" 5
"2902" 5 "standing" 5
"2903" 5 "standing" 5
"2904" 5 "standing" 5
"2905" 5 "standing" 5
"2906" 5 "standing" 5
"2907" 5 "standing" 5
"2908" 4 "sitting" 4
"2909" 4 "sitting" 4
"2910" 4 "sitting" 4
"2911" 4 "sitting" 4
"2912" 4 "sitting" 4
"2913" 4 "sitting" 4
"2914" 4 "sitting" 4
"2915" 4 "sitting" 4
"2916" 4 "sitting" 4
"2917" 4 "sitting" 4
"2918" 4 "sitting" 4
"2919" 4 "sitting" 4
"2920" 4 "sitting" 4
"2921" 4 "sitting" 4
"2922" 4 "sitting" 4
"2923" 4 "sitting" 4
"2924" 4 "sitting" 4
"2925" 4 "sitting" 4
"2926" 4 "sitting" 4
"2927" 4 "sitting" 4
"2928" 4 "sitting" 4
"2929" 4 "sitting" 4
"2930" 4 "sitting" 4
"2931" 4 "sitting" 4
"2932" 4 "sitting" 4
"2933" 4 "sitting" 4
"2934" 4 "sitting" 4
"2935" 4 "sitting" 4
"2936" 4 "sitting" 4
"2937" 4 "sitting" 4
"2938" 4 "sitting" 4
"2939" 6 "laying" 6
"2940" 6 "laying" 6
"2941" 6 "laying" 6
"2942" 6 "laying" 6
"2943" 6 "laying" 6
"2944" 6 "laying" 6
"2945" 6 "laying" 6
"2946" 6 "laying" 6
"2947" 6 "laying" 6
"2948" 6 "laying" 6
"2949" 6 "laying" 6
"2950" 6 "laying" 6
"2951" 6 "laying" 6
"2952" 6 "laying" 6
"2953" 6 "laying" 6
"2954" 6 "laying" 6
"2955" 6 "laying" 6
"2956" 6 "laying" 6
"2957" 6 "laying" 6
"2958" 6 "laying" 6
"2959" 6 "laying" 6
"2960" 6 "laying" 6
"2961" 6 "laying" 6
"2962" 6 "laying" 6
"2963" 6 "laying" 6
"2964" 6 "laying" 6
"2965" 6 "laying" 6
"2966" 6 "laying" 6
"2967" 6 "laying" 6
"2968" 6 "laying" 6
"2969" 6 "laying" 6
"2970" 6 "laying" 6
"2971" 6 "laying" 6
"2972" 6 "laying" 6
"2973" 6 "laying" 6
"2974" 1 "walking" 1
"2975" 1 "walking" 1
"2976" 1 "walking" 1
"2977" 1 "walking" 1
"2978" 1 "walking" 1
"2979" 1 "walking" 1
"2980" 1 "walking" 1
"2981" 1 "walking" 1
"2982" 1 "walking" 1
"2983" 1 "walking" 1
"2984" 1 "walking" 1
"2985" 1 "walking" 1
"2986" 1 "walking" 1
"2987" 1 "walking" 1
"2988" 1 "walking" 1
"2989" 1 "walking" 1
"2990" 1 "walking" 1
"2991" 1 "walking" 1
"2992" 1 "walking" 1
"2993" 1 "walking" 1
"2994" 1 "walking" 1
"2995" 1 "walking" 1
"2996" 1 "walking" 1
"2997" 1 "walking" 1
"2998" 1 "walking" 1
"2999" 1 "walking" 1
"3000" 3 "walkingdownstairs" 3
"3001" 3 "walkingdownstairs" 3
"3002" 3 "walkingdownstairs" 3
"3003" 3 "walkingdownstairs" 3
"3004" 3 "walkingdownstairs" 3
"3005" 3 "walkingdownstairs" 3
"3006" 3 "walkingdownstairs" 3
"3007" 3 "walkingdownstairs" 3
"3008" 3 "walkingdownstairs" 3
"3009" 3 "walkingdownstairs" 3
"3010" 3 "walkingdownstairs" 3
"3011" 3 "walkingdownstairs" 3
"3012" 3 "walkingdownstairs" 3
"3013" 3 "walkingdownstairs" 3
"3014" 3 "walkingdownstairs" 3
"3015" 3 "walkingdownstairs" 3
"3016" 3 "walkingdownstairs" 3
"3017" 3 "walkingdownstairs" 3
"3018" 3 "walkingdownstairs" 3
"3019" 3 "walkingdownstairs" 3
"3020" 3 "walkingdownstairs" 3
"3021" 3 "walkingdownstairs" 3
"3022" 3 "walkingdownstairs" 3
"3023" 3 "walkingdownstairs" 3
"3024" 2 "walkingupstairs" 2
"3025" 2 "walkingupstairs" 2
"3026" 2 "walkingupstairs" 2
"3027" 2 "walkingupstairs" 2
"3028" 2 "walkingupstairs" 2
"3029" 2 "walkingupstairs" 2
"3030" 2 "walkingupstairs" 2
"3031" 2 "walkingupstairs" 2
"3032" 2 "walkingupstairs" 2
"3033" 2 "walkingupstairs" 2
"3034" 2 "walkingupstairs" 2
"3035" 2 "walkingupstairs" 2
"3036" 2 "walkingupstairs" 2
"3037" 2 "walkingupstairs" 2
"3038" 2 "walkingupstairs" 2
"3039" 2 "walkingupstairs" 2
"3040" 2 "walkingupstairs" 2
"3041" 2 "walkingupstairs" 2
"3042" 2 "walkingupstairs" 2
"3043" 2 "walkingupstairs" 2
"3044" 2 "walkingupstairs" 2
"3045" 2 "walkingupstairs" 2
"3046" 2 "walkingupstairs" 2
"3047" 2 "walkingupstairs" 2
"3048" 2 "walkingupstairs" 2
"3049" 2 "walkingupstairs" 2
"3050" 2 "walkingupstairs" 2
"3051" 5 "standing" 5
"3052" 5 "standing" 5
"3053" 5 "standing" 5
"3054" 5 "standing" 5
"3055" 5 "standing" 5
"3056" 5 "standing" 5
"3057" 5 "standing" 5
"3058" 5 "standing" 5
"3059" 5 "standing" 5
"3060" 5 "standing" 5
"3061" 5 "standing" 5
"3062" 5 "standing" 5
"3063" 5 "standing" 5
"3064" 5 "standing" 5
"3065" 5 "standing" 5
"3066" 5 "standing" 5
"3067" 5 "standing" 5
"3068" 5 "standing" 5
"3069" 5 "standing" 5
"3070" 5 "standing" 5
"3071" 5 "standing" 5
"3072" 5 "standing" 5
"3073" 5 "standing" 5
"3074" 5 "standing" 5
"3075" 5 "standing" 5
"3076" 5 "standing" 5
"3077" 5 "standing" 5
"3078" 5 "standing" 5
"3079" 5 "standing" 5
"3080" 5 "standing" 5
"3081" 5 "standing" 5
"3082" 5 "standing" 5
"3083" 5 "standing" 5
"3084" 5 "standing" 5
"3085" 5 "standing" 5
"3086" 5 "standing" 5
"3087" 5 "standing" 5
"3088" 5 "standing" 5
"3089" 5 "standing" 5
"3090" 5 "standing" 5
"3091" 5 "standing" 5
"3092" 5 "standing" 5
"3093" 4 "sitting" 4
"3094" 4 "sitting" 4
"3095" 4 "sitting" 4
"3096" 4 "sitting" 4
"3097" 4 "sitting" 4
"3098" 4 "sitting" 4
"3099" 4 "sitting" 4
"3100" 4 "sitting" 4
"3101" 4 "sitting" 4
"3102" 4 "sitting" 4
"3103" 4 "sitting" 4
"3104" 4 "sitting" 4
"3105" 4 "sitting" 4
"3106" 4 "sitting" 4
"3107" 4 "sitting" 4
"3108" 4 "sitting" 4
"3109" 4 "sitting" 4
"3110" 4 "sitting" 4
"3111" 4 "sitting" 4
"3112" 4 "sitting" 4
"3113" 4 "sitting" 4
"3114" 4 "sitting" 4
"3115" 4 "sitting" 4
"3116" 4 "sitting" 4
"3117" 4 "sitting" 4
"3118" 4 "sitting" 4
"3119" 4 "sitting" 4
"3120" 4 "sitting" 4
"3121" 4 "sitting" 4
"3122" 4 "sitting" 4
"3123" 4 "sitting" 4
"3124" 4 "sitting" 4
"3125" 4 "sitting" 4
"3126" 4 "sitting" 4
"3127" 4 "sitting" 4
"3128" 4 "sitting" 4
"3129" 4 "sitting" 4
"3130" 4 "sitting" 4
"3131" 6 "laying" 6
"3132" 6 "laying" 6
"3133" 6 "laying" 6
"3134" 6 "laying" 6
"3135" 6 "laying" 6
"3136" 6 "laying" 6
"3137" 6 "laying" 6
"3138" 6 "laying" 6
"3139" 6 "laying" 6
"3140" 6 "laying" 6
"3141" 6 "laying" 6
"3142" 6 "laying" 6
"3143" 6 "laying" 6
"3144" 6 "laying" 6
"3145" 6 "laying" 6
"3146" 6 "laying" 6
"3147" 6 "laying" 6
"3148" 6 "laying" 6
"3149" 6 "laying" 6
"3150" 6 "laying" 6
"3151" 6 "laying" 6
"3152" 6 "laying" 6
"3153" 6 "laying" 6
"3154" 6 "laying" 6
"3155" 6 "laying" 6
"3156" 6 "laying" 6
"3157" 6 "laying" 6
"3158" 6 "laying" 6
"3159" 6 "laying" 6
"3160" 6 "laying" 6
"3161" 6 "laying" 6
"3162" 6 "laying" 6
"3163" 6 "laying" 6
"3164" 6 "laying" 6
"3165" 6 "laying" 6
"3166" 1 "walking" 1
"3167" 1 "walking" 1
"3168" 1 "walking" 1
"3169" 1 "walking" 1
"3170" 1 "walking" 1
"3171" 1 "walking" 1
"3172" 1 "walking" 1
"3173" 1 "walking" 1
"3174" 1 "walking" 1
"3175" 1 "walking" 1
"3176" 1 "walking" 1
"3177" 1 "walking" 1
"3178" 1 "walking" 1
"3179" 1 "walking" 1
"3180" 1 "walking" 1
"3181" 1 "walking" 1
"3182" 1 "walking" 1
"3183" 1 "walking" 1
"3184" 1 "walking" 1
"3185" 1 "walking" 1
"3186" 1 "walking" 1
"3187" 1 "walking" 1
"3188" 1 "walking" 1
"3189" 1 "walking" 1
"3190" 1 "walking" 1
"3191" 3 "walkingdownstairs" 3
"3192" 3 "walkingdownstairs" 3
"3193" 3 "walkingdownstairs" 3
"3194" 3 "walkingdownstairs" 3
"3195" 3 "walkingdownstairs" 3
"3196" 3 "walkingdownstairs" 3
"3197" 3 "walkingdownstairs" 3
"3198" 3 "walkingdownstairs" 3
"3199" 3 "walkingdownstairs" 3
"3200" 3 "walkingdownstairs" 3
"3201" 3 "walkingdownstairs" 3
"3202" 3 "walkingdownstairs" 3
"3203" 3 "walkingdownstairs" 3
"3204" 3 "walkingdownstairs" 3
"3205" 3 "walkingdownstairs" 3
"3206" 3 "walkingdownstairs" 3
"3207" 3 "walkingdownstairs" 3
"3208" 3 "walkingdownstairs" 3
"3209" 3 "walkingdownstairs" 3
"3210" 3 "walkingdownstairs" 3
"3211" 3 "walkingdownstairs" 3
"3212" 3 "walkingdownstairs" 3
"3213" 3 "walkingdownstairs" 3
"3214" 2 "walkingupstairs" 2
"3215" 2 "walkingupstairs" 2
"3216" 2 "walkingupstairs" 2
"3217" 2 "walkingupstairs" 2
"3218" 2 "walkingupstairs" 2
"3219" 2 "walkingupstairs" 2
"3220" 2 "walkingupstairs" 2
"3221" 2 "walkingupstairs" 2
"3222" 2 "walkingupstairs" 2
"3223" 2 "walkingupstairs" 2
"3224" 2 "walkingupstairs" 2
"3225" 2 "walkingupstairs" 2
"3226" 2 "walkingupstairs" 2
"3227" 2 "walkingupstairs" 2
"3228" 2 "walkingupstairs" 2
"3229" 2 "walkingupstairs" 2
"3230" 2 "walkingupstairs" 2
"3231" 2 "walkingupstairs" 2
"3232" 2 "walkingupstairs" 2
"3233" 2 "walkingupstairs" 2
"3234" 2 "walkingupstairs" 2
"3235" 2 "walkingupstairs" 2
"3236" 2 "walkingupstairs" 2
"3237" 2 "walkingupstairs" 2
"3238" 5 "standing" 5
"3239" 5 "standing" 5
"3240" 5 "standing" 5
"3241" 5 "standing" 5
"3242" 5 "standing" 5
"3243" 5 "standing" 5
"3244" 5 "standing" 5
"3245" 5 "standing" 5
"3246" 5 "standing" 5
"3247" 5 "standing" 5
"3248" 5 "standing" 5
"3249" 5 "standing" 5
"3250" 5 "standing" 5
"3251" 5 "standing" 5
"3252" 5 "standing" 5
"3253" 5 "standing" 5
"3254" 5 "standing" 5
"3255" 5 "standing" 5
"3256" 5 "standing" 5
"3257" 5 "standing" 5
"3258" 5 "standing" 5
"3259" 5 "standing" 5
"3260" 5 "standing" 5
"3261" 5 "standing" 5
"3262" 5 "standing" 5
"3263" 5 "standing" 5
"3264" 5 "standing" 5
"3265" 5 "standing" 5
"3266" 5 "standing" 5
"3267" 5 "standing" 5
"3268" 5 "standing" 5
"3269" 5 "standing" 5
"3270" 5 "standing" 5
"3271" 5 "standing" 5
"3272" 5 "standing" 5
"3273" 5 "standing" 5
"3274" 5 "standing" 5
"3275" 5 "standing" 5
"3276" 5 "standing" 5
"3277" 5 "standing" 5
"3278" 5 "standing" 5
"3279" 5 "standing" 5
"3280" 5 "standing" 5
"3281" 4 "sitting" 4
"3282" 4 "sitting" 4
"3283" 4 "sitting" 4
"3284" 4 "sitting" 4
"3285" 4 "sitting" 4
"3286" 4 "sitting" 4
"3287" 4 "sitting" 4
"3288" 4 "sitting" 4
"3289" 4 "sitting" 4
"3290" 4 "sitting" 4
"3291" 4 "sitting" 4
"3292" 4 "sitting" 4
"3293" 4 "sitting" 4
"3294" 4 "sitting" 4
"3295" 4 "sitting" 4
"3296" 4 "sitting" 4
"3297" 4 "sitting" 4
"3298" 4 "sitting" 4
"3299" 4 "sitting" 4
"3300" 4 "sitting" 4
"3301" 4 "sitting" 4
"3302" 4 "sitting" 4
"3303" 4 "sitting" 4
"3304" 4 "sitting" 4
"3305" 4 "sitting" 4
"3306" 4 "sitting" 4
"3307" 4 "sitting" 4
"3308" 4 "sitting" 4
"3309" 4 "sitting" 4
"3310" 4 "sitting" 4
"3311" 4 "sitting" 4
"3312" 4 "sitting" 4
"3313" 4 "sitting" 4
"3314" 6 "laying" 6
"3315" 6 "laying" 6
"3316" 6 "laying" 6
"3317" 6 "laying" 6
"3318" 6 "laying" 6
"3319" 6 "laying" 6
"3320" 6 "laying" 6
"3321" 6 "laying" 6
"3322" 6 "laying" 6
"3323" 6 "laying" 6
"3324" 6 "laying" 6
"3325" 6 "laying" 6
"3326" 6 "laying" 6
"3327" 6 "laying" 6
"3328" 6 "laying" 6
"3329" 6 "laying" 6
"3330" 6 "laying" 6
"3331" 6 "laying" 6
"3332" 6 "laying" 6
"3333" 6 "laying" 6
"3334" 6 "laying" 6
"3335" 6 "laying" 6
"3336" 6 "laying" 6
"3337" 6 "laying" 6
"3338" 6 "laying" 6
"3339" 6 "laying" 6
"3340" 6 "laying" 6
"3341" 6 "laying" 6
"3342" 6 "laying" 6
"3343" 6 "laying" 6
"3344" 6 "laying" 6
"3345" 6 "laying" 6
"3346" 6 "laying" 6
"3347" 6 "laying" 6
"3348" 6 "laying" 6
"3349" 1 "walking" 1
"3350" 1 "walking" 1
"3351" 1 "walking" 1
"3352" 1 "walking" 1
"3353" 1 "walking" 1
"3354" 1 "walking" 1
"3355" 1 "walking" 1
"3356" 1 "walking" 1
"3357" 1 "walking" 1
"3358" 1 "walking" 1
"3359" 1 "walking" 1
"3360" 1 "walking" 1
"3361" 1 "walking" 1
"3362" 1 "walking" 1
"3363" 1 "walking" 1
"3364" 1 "walking" 1
"3365" 1 "walking" 1
"3366" 1 "walking" 1
"3367" 1 "walking" 1
"3368" 1 "walking" 1
"3369" 1 "walking" 1
"3370" 1 "walking" 1
"3371" 1 "walking" 1
"3372" 1 "walking" 1
"3373" 1 "walking" 1
"3374" 1 "walking" 1
"3375" 1 "walking" 1
"3376" 1 "walking" 1
"3377" 1 "walking" 1
"3378" 1 "walking" 1
"3379" 1 "walking" 1
"3380" 1 "walking" 1
"3381" 3 "walkingdownstairs" 3
"3382" 3 "walkingdownstairs" 3
"3383" 3 "walkingdownstairs" 3
"3384" 3 "walkingdownstairs" 3
"3385" 3 "walkingdownstairs" 3
"3386" 3 "walkingdownstairs" 3
"3387" 3 "walkingdownstairs" 3
"3388" 3 "walkingdownstairs" 3
"3389" 2 "walkingupstairs" 2
"3390" 2 "walkingupstairs" 2
"3391" 2 "walkingupstairs" 2
"3392" 2 "walkingupstairs" 2
"3393" 2 "walkingupstairs" 2
"3394" 2 "walkingupstairs" 2
"3395" 2 "walkingupstairs" 2
"3396" 2 "walkingupstairs" 2
"3397" 3 "walkingdownstairs" 3
"3398" 3 "walkingdownstairs" 3
"3399" 3 "walkingdownstairs" 3
"3400" 3 "walkingdownstairs" 3
"3401" 3 "walkingdownstairs" 3
"3402" 3 "walkingdownstairs" 3
"3403" 3 "walkingdownstairs" 3
"3404" 3 "walkingdownstairs" 3
"3405" 2 "walkingupstairs" 2
"3406" 2 "walkingupstairs" 2
"3407" 2 "walkingupstairs" 2
"3408" 2 "walkingupstairs" 2
"3409" 2 "walkingupstairs" 2
"3410" 2 "walkingupstairs" 2
"3411" 2 "walkingupstairs" 2
"3412" 2 "walkingupstairs" 2
"3413" 3 "walkingdownstairs" 3
"3414" 3 "walkingdownstairs" 3
"3415" 3 "walkingdownstairs" 3
"3416" 3 "walkingdownstairs" 3
"3417" 3 "walkingdownstairs" 3
"3418" 3 "walkingdownstairs" 3
"3419" 3 "walkingdownstairs" 3
"3420" 2 "walkingupstairs" 2
"3421" 2 "walkingupstairs" 2
"3422" 2 "walkingupstairs" 2
"3423" 2 "walkingupstairs" 2
